2	2016-04-30	P007
3	2016-04-30	P022
1	2016-05-01	P022
2	2016-05-01	P015
3	2016-05-01	P007
1	2016-05-02	P007
2	2016-05-02	P022
3	2016-05-02	P015
1	2016-05-03	P007
2	2016-05-03	P022
3	2016-05-03	P015
1	2016-05-04	P015
2	2016-05-04	P007
3	2016-05-04	P022
1	2016-05-05	P015
2	2016-05-05	P022
3	2016-05-05	P007
1	2016-05-06	P022
2	2016-05-06	P015
3	2016-05-06	P007
1	2016-05-07	P007
2	2016-05-07	P015
3	2016-05-07	P022
1	2016-05-08	P015
2	2016-05-08	P007
3	2016-05-08	P022
1	2016-05-09	P007
2	2016-05-09	P022
3	2016-05-09	P015
1	2016-05-10	P022
2	2016-05-10	P015
3	2016-05-10	P007
1	2016-05-11	P007
2	2016-05-11	P015
3	2016-05-11	P022
1	2016-05-12	P015
2	2016-05-12	P022
3	2016-05-12	P007
1	2016-05-13	P015
2	2016-05-13	P007
3	2016-05-13	P022
1	2016-05-14	P015
2	2016-05-14	P022
3	2016-05-14	P007
1	2016-05-15	P022
2	2016-05-15	P015
3	2016-05-15	P007
1	2016-05-16	P007
2	2016-05-16	P022
3	2016-05-16	P015
1	2016-05-17	P015
2	2016-05-17	P007
3	2016-05-17	P022
1	2016-05-18	P022
2	2016-05-18	P015
3	2016-05-18	P007
1	2016-05-19	P007
2	2016-05-19	P022
3	2016-05-19	P015
1	2016-05-20	P015
2	2016-05-20	P007
3	2016-05-20	P022
1	2016-05-21	P007
2	2016-05-21	P022
3	2016-05-21	P015
1	2016-05-22	P007
2	2016-05-22	P022
3	2016-05-22	P015
1	2016-05-23	P022
2	2016-05-23	P007
3	2016-05-23	P015
1	2016-05-24	P015
2	2016-05-24	P007
3	2016-05-24	P022
1	2016-05-25	P015
2	2016-05-25	P022
3	2016-05-25	P007
1	2016-05-26	P022
2	2016-05-26	P007
3	2016-05-26	P015
1	2016-05-27	P007
2	2016-05-27	P015
3	2016-05-27	P022
1	2016-05-28	P015
2	2016-05-28	P022
3	2016-05-28	P007
1	2016-05-29	P015
2	2016-05-29	P007
3	2016-05-29	P022
1	2016-05-30	P022
2	2016-05-30	P015
3	2016-05-30	P007
1	2016-05-31	P007
2	2016-05-31	P015
3	2016-05-31	P022
1	2016-06-01	P022
2	2016-06-01	P015
3	2016-06-01	P007
1	2016-06-02	P022
2	2016-06-02	P015
3	2016-06-02	P007
1	2016-06-03	P022
2	2016-06-03	P015
3	2016-06-03	P007
1	2016-06-04	P022
2	2016-06-04	P015
3	2016-06-04	P007
1	2016-06-05	P022
2	2016-06-05	P007
3	2016-06-05	P015
1	2016-06-06	P007
2	2016-06-06	P022
3	2016-06-06	P015
1	2016-06-07	P022
2	2016-06-07	P007
3	2016-06-07	P015
1	2016-06-08	P015
2	2016-06-08	P007
3	2016-06-08	P022
1	2016-06-09	P015
2	2016-06-09	P007
3	2016-06-09	P022
1	2016-06-10	P022
2	2016-06-10	P015
3	2016-06-10	P007
1	2016-06-11	P015
2	2016-06-11	P022
3	2016-06-11	P007
1	2016-06-12	P007
2	2016-06-12	P015
3	2016-06-12	P022
1	2016-06-13	P007
2	2016-06-13	P022
3	2016-06-13	P015
1	2016-06-14	P007
2	2016-06-14	P022
3	2016-06-14	P015
1	2016-06-15	P022
2	2016-06-15	P015
3	2016-06-15	P007
1	2016-06-16	P015
2	2016-06-16	P022
3	2016-06-16	P007
1	2016-06-17	P022
2	2016-06-17	P007
3	2016-06-17	P015
1	2016-06-18	P007
2	2016-06-18	P015
3	2016-06-18	P022
1	2016-06-19	P022
2	2016-06-19	P007
3	2016-06-19	P015
1	2016-06-20	P022
2	2016-06-20	P015
3	2016-06-20	P007
1	2016-06-21	P015
2	2016-06-21	P007
3	2016-06-21	P022
1	2016-06-22	P015
2	2016-06-22	P007
3	2016-06-22	P022
1	2016-06-23	P015
2	2016-06-23	P022
3	2016-06-23	P007
1	2016-06-24	P022
2	2016-06-24	P015
3	2016-06-24	P007
1	2016-06-25	P015
2	2016-06-25	P022
3	2016-06-25	P007
1	2016-06-26	P022
2	2016-06-26	P015
3	2016-06-26	P007
1	2016-06-27	P022
2	2016-06-27	P015
3	2016-06-27	P007
1	2016-06-28	P007
2	2016-06-28	P015
3	2016-06-28	P022
1	2016-06-29	P007
2	2016-06-29	P015
3	2016-06-29	P022
1	2016-06-30	P007
2	2016-06-30	P022
3	2016-06-30	P015
1	2016-07-01	P022
2	2016-07-01	P007
3	2016-07-01	P015
1	2016-07-02	P007
2	2016-07-02	P015
3	2016-07-02	P022
1	2016-07-03	P015
2	2016-07-03	P007
3	2016-07-03	P022
1	2016-07-04	P015
2	2016-07-04	P022
3	2016-07-04	P007
1	2016-07-05	P007
2	2016-07-05	P015
3	2016-07-05	P022
1	2016-07-06	P007
2	2016-07-06	P022
3	2016-07-06	P015
1	2016-07-07	P007
2	2016-07-07	P015
3	2016-07-07	P022
1	2016-07-08	P007
2	2016-07-08	P022
3	2016-07-08	P015
1	2016-07-09	P022
2	2016-07-09	P015
3	2016-07-09	P007
1	2016-07-10	P015
2	2016-07-10	P022
3	2016-07-10	P007
1	2016-07-11	P007
2	2016-07-11	P022
3	2016-07-11	P015
1	2016-07-12	P007
2	2016-07-12	P022
3	2016-07-12	P015
1	2016-07-13	P022
2	2016-07-13	P015
3	2016-07-13	P007
1	2016-07-14	P022
2	2016-07-14	P007
3	2016-07-14	P015
1	2016-07-15	P015
2	2016-07-15	P007
3	2016-07-15	P022
1	2016-07-16	P007
2	2016-07-16	P015
3	2016-07-16	P022
1	2016-07-17	P015
2	2016-07-17	P007
3	2016-07-17	P022
1	2016-07-18	P015
2	2016-07-18	P022
3	2016-07-18	P007
1	2016-07-19	P007
2	2016-07-19	P022
3	2016-07-19	P015
1	2016-07-20	P007
2	2016-07-20	P015
3	2016-07-20	P022
1	2016-07-21	P015
2	2016-07-21	P022
3	2016-07-21	P007
1	2016-07-22	P007
2	2016-07-22	P015
3	2016-07-22	P022
1	2016-07-23	P015
2	2016-07-23	P022
3	2016-07-23	P007
1	2016-07-24	P022
2	2016-07-24	P015
3	2016-07-24	P007
1	2016-07-25	P022
2	2016-07-25	P015
3	2016-07-25	P007
1	2016-07-26	P007
2	2016-07-26	P015
3	2016-07-26	P022
1	2016-07-27	P022
2	2016-07-27	P015
3	2016-07-27	P007
1	2016-07-28	P007
2	2016-07-28	P022
3	2016-07-28	P015
1	2016-07-29	P015
2	2016-07-29	P022
3	2016-07-29	P007
1	2016-07-30	P015
2	2016-07-30	P022
3	2016-07-30	P007
1	2016-07-31	P022
2	2016-07-31	P015
3	2016-07-31	P007
1	2016-08-01	P022
2	2016-08-01	P015
3	2016-08-01	P007
1	2016-08-02	P007
2	2016-08-02	P015
3	2016-08-02	P022
1	2016-08-03	P022
2	2016-08-03	P007
3	2016-08-03	P015
1	2016-08-04	P007
2	2016-08-04	P022
3	2016-08-04	P015
1	2016-08-05	P015
2	2016-08-05	P022
3	2016-08-05	P007
1	2016-08-06	P015
2	2016-08-06	P007
3	2016-08-06	P022
1	2016-08-07	P022
2	2016-08-07	P007
3	2016-08-07	P015
1	2016-08-08	P015
2	2016-08-08	P022
3	2016-08-08	P007
1	2016-08-09	P022
2	2016-08-09	P007
3	2016-08-09	P015
1	2016-08-10	P022
2	2016-08-10	P015
3	2016-08-10	P007
1	2016-08-11	P015
2	2016-08-11	P007
3	2016-08-11	P022
1	2016-08-12	P007
2	2016-08-12	P022
3	2016-08-12	P015
1	2016-08-13	P007
2	2016-08-13	P022
3	2016-08-13	P015
1	2016-08-14	P007
2	2016-08-14	P022
3	2016-08-14	P015
1	2016-08-15	P022
2	2016-08-15	P015
3	2016-08-15	P007
1	2016-08-16	P022
2	2016-08-16	P007
3	2016-08-16	P015
1	2016-08-17	P007
2	2016-08-17	P015
3	2016-08-17	P022
1	2016-08-18	P022
2	2016-08-18	P007
3	2016-08-18	P015
1	2016-08-19	P015
2	2016-08-19	P007
3	2016-08-19	P022
1	2016-08-20	P007
2	2016-08-20	P022
3	2016-08-20	P015
1	2016-08-21	P007
2	2016-08-21	P015
3	2016-08-21	P022
1	2016-08-22	P007
2	2016-08-22	P015
3	2016-08-22	P022
1	2016-08-23	P022
2	2016-08-23	P015
3	2016-08-23	P007
1	2016-08-24	P022
2	2016-08-24	P007
3	2016-08-24	P015
1	2016-08-25	P015
2	2016-08-25	P007
3	2016-08-25	P022
1	2016-08-26	P007
2	2016-08-26	P022
3	2016-08-26	P015
1	2016-08-27	P015
2	2016-08-27	P007
3	2016-08-27	P022
1	2016-08-28	P015
2	2016-08-28	P022
3	2016-08-28	P007
1	2016-08-29	P022
2	2016-08-29	P007
3	2016-08-29	P015
1	2016-08-30	P015
2	2016-08-30	P007
3	2016-08-30	P022
1	2016-08-31	P007
2	2016-08-31	P022
3	2016-08-31	P015
1	2016-09-01	P022
2	2016-09-01	P015
3	2016-09-01	P007
1	2016-09-02	P015
2	2016-09-02	P007
3	2016-09-02	P022
1	2016-09-03	P007
2	2016-09-03	P015
3	2016-09-03	P022
1	2016-09-04	P007
2	2016-09-04	P022
3	2016-09-04	P015
1	2016-09-05	P022
2	2016-09-05	P007
3	2016-09-05	P015
1	2016-09-06	P007
2	2016-09-06	P022
3	2016-09-06	P015
1	2016-09-07	P022
2	2016-09-07	P015
3	2016-09-07	P007
1	2016-09-08	P007
2	2016-09-08	P022
3	2016-09-08	P015
1	2016-09-09	P007
2	2016-09-09	P015
3	2016-09-09	P022
1	2016-09-10	P007
2	2016-09-10	P015
3	2016-09-10	P022
1	2016-09-11	P015
2	2016-09-11	P022
3	2016-09-11	P007
1	2016-09-12	P007
2	2016-09-12	P022
3	2016-09-12	P015
1	2016-09-13	P007
2	2016-09-13	P015
3	2016-09-13	P022
1	2016-09-14	P007
2	2016-09-14	P022
3	2016-09-14	P015
1	2016-09-15	P007
2	2016-09-15	P022
3	2016-09-15	P015
1	2016-09-16	P022
2	2016-09-16	P015
3	2016-09-16	P007
1	2016-09-17	P007
2	2016-09-17	P015
3	2016-09-17	P022
1	2016-09-18	P022
2	2016-09-18	P015
3	2016-09-18	P007
1	2016-09-19	P015
2	2016-09-19	P007
3	2016-09-19	P022
1	2016-09-20	P022
2	2016-09-20	P007
3	2016-09-20	P015
1	2016-09-21	P007
2	2016-09-21	P022
3	2016-09-21	P015
1	2016-09-22	P022
2	2016-09-22	P015
3	2016-09-22	P007
1	2016-09-23	P022
2	2016-09-23	P007
3	2016-09-23	P015
1	2016-09-24	P015
2	2016-09-24	P022
3	2016-09-24	P007
1	2016-09-25	P022
2	2016-09-25	P007
3	2016-09-25	P015
1	2016-09-26	P015
2	2016-09-26	P022
3	2016-09-26	P007
1	2016-09-27	P022
2	2016-09-27	P015
3	2016-09-27	P007
1	2016-09-28	P007
2	2016-09-28	P015
3	2016-09-28	P022
1	2016-09-29	P007
2	2016-09-29	P022
3	2016-09-29	P015
1	2016-09-30	P022
2	2016-09-30	P007
3	2016-09-30	P015
1	2016-10-01	P022
2	2016-10-01	P007
3	2016-10-01	P015
1	2016-10-02	P022
2	2016-10-02	P015
3	2016-10-02	P007
1	2016-10-03	P015
2	2016-10-03	P007
3	2016-10-03	P022
1	2016-10-04	P015
2	2016-10-04	P022
3	2016-10-04	P007
1	2016-10-05	P022
2	2016-10-05	P015
3	2016-10-05	P007
1	2016-10-06	P022
2	2016-10-06	P007
3	2016-10-06	P015
1	2016-10-07	P015
2	2016-10-07	P007
3	2016-10-07	P022
1	2016-10-08	P015
2	2016-10-08	P007
3	2016-10-08	P022
1	2016-10-09	P022
2	2016-10-09	P015
3	2016-10-09	P007
1	2016-10-10	P022
2	2016-10-10	P007
3	2016-10-10	P015
1	2016-10-11	P015
2	2016-10-11	P022
3	2016-10-11	P007
1	2016-10-12	P022
2	2016-10-12	P007
3	2016-10-12	P015
1	2016-10-13	P015
2	2016-10-13	P022
3	2016-10-13	P007
1	2016-10-14	P022
2	2016-10-14	P015
3	2016-10-14	P007
1	2016-10-15	P022
2	2016-10-15	P015
3	2016-10-15	P007
1	2016-10-16	P007
2	2016-10-16	P022
3	2016-10-16	P015
1	2016-10-17	P007
2	2016-10-17	P015
3	2016-10-17	P022
1	2016-10-18	P015
2	2016-10-18	P022
3	2016-10-18	P007
1	2016-10-19	P015
2	2016-10-19	P007
3	2016-10-19	P022
1	2016-10-20	P007
2	2016-10-20	P015
3	2016-10-20	P022
1	2016-10-21	P007
2	2016-10-21	P022
3	2016-10-21	P015
1	2016-10-22	P022
2	2016-10-22	P007
3	2016-10-22	P015
1	2016-10-23	P015
2	2016-10-23	P022
3	2016-10-23	P007
1	2016-10-24	P007
2	2016-10-24	P015
3	2016-10-24	P022
1	2016-10-25	P007
2	2016-10-25	P015
3	2016-10-25	P022
1	2016-10-26	P007
2	2016-10-26	P015
3	2016-10-26	P022
1	2016-10-27	P015
2	2016-10-27	P022
3	2016-10-27	P007
1	2016-10-28	P007
2	2016-10-28	P015
3	2016-10-28	P022
1	2016-10-29	P007
2	2016-10-29	P015
3	2016-10-29	P022
1	2016-10-30	P015
2	2016-10-30	P007
3	2016-10-30	P022
1	2016-10-31	P015
2	2016-10-31	P022
3	2016-10-31	P007
1	2016-11-01	P007
2	2016-11-01	P022
3	2016-11-01	P015
1	2016-11-02	P015
2	2016-11-02	P022
3	2016-11-02	P007
1	2016-11-03	P007
2	2016-11-03	P015
3	2016-11-03	P022
1	2016-11-04	P022
2	2016-11-04	P015
3	2016-11-04	P007
1	2016-11-05	P015
2	2016-11-05	P022
3	2016-11-05	P007
1	2016-11-06	P007
2	2016-11-06	P022
3	2016-11-06	P015
1	2016-11-07	P007
2	2016-11-07	P015
3	2016-11-07	P022
1	2016-11-08	P022
2	2016-11-08	P007
3	2016-11-08	P015
1	2016-11-09	P022
2	2016-11-09	P007
3	2016-11-09	P015
1	2016-11-10	P022
2	2016-11-10	P015
3	2016-11-10	P007
1	2016-11-11	P015
2	2016-11-11	P022
3	2016-11-11	P007
1	2016-11-12	P022
2	2016-11-12	P015
3	2016-11-12	P007
1	2016-11-13	P015
2	2016-11-13	P007
3	2016-11-13	P022
1	2016-11-14	P015
2	2016-11-14	P022
3	2016-11-14	P007
1	2016-11-15	P015
2	2016-11-15	P022
3	2016-11-15	P007
1	2016-11-16	P022
2	2016-11-16	P007
3	2016-11-16	P015
1	2016-11-17	P007
2	2016-11-17	P015
3	2016-11-17	P022
1	2016-11-18	P007
2	2016-11-18	P022
3	2016-11-18	P015
1	2016-11-19	P015
2	2016-11-19	P007
3	2016-11-19	P022
1	2016-11-20	P007
2	2016-11-20	P015
3	2016-11-20	P022
1	2016-11-21	P015
2	2016-11-21	P007
3	2016-11-21	P022
1	2016-11-22	P015
2	2016-11-22	P022
3	2016-11-22	P007
1	2016-11-23	P015
2	2016-11-23	P022
3	2016-11-23	P007
1	2016-11-24	P015
2	2016-11-24	P007
3	2016-11-24	P022
1	2016-11-25	P022
2	2016-11-25	P015
3	2016-11-25	P007
1	2016-11-26	P015
2	2016-11-26	P007
3	2016-11-26	P022
1	2016-11-27	P007
2	2016-11-27	P015
3	2016-11-27	P022
1	2016-11-28	P007
2	2016-11-28	P022
3	2016-11-28	P015
1	2016-11-29	P007
2	2016-11-29	P022
3	2016-11-29	P015
1	2016-11-30	P015
2	2016-11-30	P022
3	2016-11-30	P007
1	2016-12-01	P015
2	2016-12-01	P007
3	2016-12-01	P022
1	2016-12-02	P015
2	2016-12-02	P007
3	2016-12-02	P022
1	2016-12-03	P022
2	2016-12-03	P007
3	2016-12-03	P015
1	2016-12-04	P022
2	2016-12-04	P015
3	2016-12-04	P007
1	2016-12-05	P007
2	2016-12-05	P022
3	2016-12-05	P015
1	2016-12-06	P007
2	2016-12-06	P015
3	2016-12-06	P022
1	2016-12-07	P022
2	2016-12-07	P015
3	2016-12-07	P007
1	2016-12-08	P015
2	2016-12-08	P007
3	2016-12-08	P022
1	2016-12-09	P022
2	2016-12-09	P007
3	2016-12-09	P015
1	2016-12-10	P022
2	2016-12-10	P015
3	2016-12-10	P007
1	2016-12-11	P015
2	2016-12-11	P007
3	2016-12-11	P022
1	2016-12-12	P007
2	2016-12-12	P015
3	2016-12-12	P022
1	2016-12-13	P007
2	2016-12-13	P015
3	2016-12-13	P022
1	2016-12-14	P022
2	2016-12-14	P015
3	2016-12-14	P007
1	2016-12-15	P015
2	2016-12-15	P007
3	2016-12-15	P022
1	2016-12-16	P007
2	2016-12-16	P015
3	2016-12-16	P022
1	2016-12-17	P007
2	2016-12-17	P022
3	2016-12-17	P015
1	2016-12-18	P022
2	2016-12-18	P007
3	2016-12-18	P015
1	2016-12-19	P015
2	2016-12-19	P007
3	2016-12-19	P022
1	2016-12-20	P007
2	2016-12-20	P022
3	2016-12-20	P015
1	2016-12-21	P007
2	2016-12-21	P015
3	2016-12-21	P022
1	2016-12-22	P007
2	2016-12-22	P015
3	2016-12-22	P022
1	2016-12-23	P022
2	2016-12-23	P007
3	2016-12-23	P015
1	2016-12-24	P022
2	2016-12-24	P015
3	2016-12-24	P007
1	2016-12-25	P022
2	2016-12-25	P015
3	2016-12-25	P007
1	2016-12-26	P007
2	2016-12-26	P015
3	2016-12-26	P022
1	2016-12-27	P015
2	2016-12-27	P007
3	2016-12-27	P022
1	2016-12-28	P015
2	2016-12-28	P007
3	2016-12-28	P022
1	2016-12-29	P007
2	2016-12-29	P022
3	2016-12-29	P015
1	2016-12-30	P015
2	2016-12-30	P022
3	2016-12-30	P007
1	2016-12-31	P015
2	2016-12-31	P007
3	2016-12-31	P022
1	2017-01-01	P015
2	2017-01-01	P022
3	2017-01-01	P007
1	2017-01-02	P007
2	2017-01-02	P015
3	2017-01-02	P022
1	2017-01-03	P022
2	2017-01-03	P015
3	2017-01-03	P007
1	2017-01-04	P015
2	2017-01-04	P007
3	2017-01-04	P022
1	2017-01-05	P022
2	2017-01-05	P015
3	2017-01-05	P007
1	2017-01-06	P015
2	2017-01-06	P007
3	2017-01-06	P022
1	2017-01-07	P022
2	2017-01-07	P007
3	2017-01-07	P015
1	2017-01-08	P007
2	2017-01-08	P015
3	2017-01-08	P022
1	2017-01-09	P022
2	2017-01-09	P015
3	2017-01-09	P007
1	2017-01-10	P015
2	2017-01-10	P022
3	2017-01-10	P007
1	2017-01-11	P015
2	2017-01-11	P022
3	2017-01-11	P007
1	2017-01-12	P015
2	2017-01-12	P007
3	2017-01-12	P022
1	2017-01-13	P022
2	2017-01-13	P015
3	2017-01-13	P007
1	2017-01-14	P022
2	2017-01-14	P015
3	2017-01-14	P007
1	2017-01-15	P022
2	2017-01-15	P015
3	2017-01-15	P007
1	2017-01-16	P022
2	2017-01-16	P007
3	2017-01-16	P015
1	2017-01-17	P022
2	2017-01-17	P007
3	2017-01-17	P015
1	2017-01-18	P015
2	2017-01-18	P007
3	2017-01-18	P022
1	2017-01-19	P022
2	2017-01-19	P015
3	2017-01-19	P007
1	2017-01-20	P015
2	2017-01-20	P007
3	2017-01-20	P022
1	2017-01-21	P022
2	2017-01-21	P007
3	2017-01-21	P015
1	2017-01-22	P015
2	2017-01-22	P007
3	2017-01-22	P022
1	2017-01-23	P007
2	2017-01-23	P015
